community_id,name,house_title,lng,lat,area,total_price,unit_price,listing_count,source,scraped_at,district
2110343238599115,光大花园水岸榕城,此房基本无缺陷，大阳台户型楼层朝向包您满意，包车位,,,125.65,8300000.0,66057.0,1,贝壳二手房列表页,2026-05-25T14:03:11.476046,海珠区
2110343238598865,中山大学宿舍,中山大学宿舍 3室1厅 南,,,89.5,5200000.0,58101.0,1,贝壳二手房列表页,2026-05-25T14:03:33.288468,海珠区
2111103318499,佳兆业君汇上品,佳兆业君汇上品 3室2厅 南,,,128.79,6880000.0,53421.0,1,贝壳二手房列表页,2026-05-25T14:03:33.294614,海珠区
2110343238599329,兰亭颖园,小高层 三房带主卧 房子方正高层 景观好,,,93.96,4900000.0,52150.0,1,贝壳二手房列表页,2026-05-25T14:03:11.476565,海珠区
219051395601072,南边路(海珠区),东南向2房，宝yu直，双阳台设计，低楼层，少有放盘,,,63.26,3160000.0,49953.0,1,贝壳二手房列表页,2026-05-25T14:02:53.258893,海珠区
2111103318835,丽海雅居,丽海雅居奢阔大三房 静谧私享空间 理想进阶居所,,,130.13,6500000.0,49951.0,1,贝壳二手房列表页,2026-05-25T14:03:11.474289,海珠区
2111103316879,穗花新村,穗花新村 2室1厅 东南,,,56.56,2600000.0,45969.0,1,贝壳二手房列表页,2026-05-25T14:03:33.292099,海珠区
2111103317127,江丽苑(海珠区),江丽苑 电梯三房 望花园安静 装修保养好,,,70.47,3200000.0,45410.0,1,贝壳二手房列表页,2026-05-25T14:02:53.260497,海珠区
2111103318121,翔韵雅居,翔韵雅居 高层望园景 位置安静 采光通风好！,,,59.7,2700000.0,45227.0,1,贝壳二手房列表页,2026-05-25T14:03:33.296077,海珠区
2111103317114,金沙花园(海珠区),原装电梯小区 南向三房 带30方的大露台 格局方正实用,,,87.61,3950000.0,45087.0,1,贝壳二手房列表页,2026-05-25T14:02:25.589559,海珠区
2110343238336971,丽影华庭B区,中轴线客村双地铁上 中轴线旁 精装修2房 南向视野好,,,85.4,3800000.0,44497.0,1,贝壳二手房列表页,2026-05-25T14:03:33.288906,海珠区
2111103316493,金满楼(海珠区),敦和路旧城改造房 大变动 业主套现需要钱 看房方便,,,61.91,2720000.0,43935.0,1,贝壳二手房列表页,2026-05-25T14:02:25.598489,海珠区
2110343238599282,光大花园榕岸,光大三期高层望江大两房，三面单边，满五唯一,,,78.49,3380000.0,43063.0,1,贝壳二手房列表页,2026-05-25T14:03:11.477126,海珠区
2113309157846739,馨晴轩,馨晴轩 1室1厅 南,,,51.76,2200000.0,42504.0,1,贝壳二手房列表页,2026-05-25T14:03:11.471526,海珠区
2116051763448007,绿地越秀海玥,绿地越秀海玥 3室2厅 东南,,,101.0,4180000.0,41387.0,1,贝壳二手房列表页,2026-05-25T14:03:11.470869,海珠区
2110343238860955,金碧花园第一金碧,原装电梯一房 装修保养好 即买即入住,,,25.64,1030000.0,40172.0,1,贝壳二手房列表页,2026-05-25T14:03:11.475500,海珠区
2120022457773252,雅居乐海珠小雅,20年次新房 3房2卫 高层景观视野好 江岸公园就在楼下,,,96.26,3850000.0,39996.0,1,贝壳二手房列表页,2026-05-25T14:03:33.295626,海珠区
2111103831802,警官学院,滨江东地铁口，校内舒适环境，电梯三房两卫南北对流,,,89.59,3550000.0,39625.0,1,贝壳二手房列表页,2026-05-25T14:03:33.285636,海珠区
2110343238336542,锦丽居,锦丽居 二期 双地铁，安静望花园 大型园林小区,,,45.04,1780000.0,39521.0,1,贝壳二手房列表页,2026-05-25T14:03:11.463121,海珠区
2111103316868,信和广场,满五唯一，东南向望花园视野好，小区管理地铁口,,,138.25,5400000.0,39060.0,1,贝壳二手房列表页,2026-05-25T14:03:33.290648,海珠区
